state_name,district_name,disability_type,age_group (Years),Male_count,female_count,total
Madhya Pradesh,Dindori,Multiple Sclerosis,15-35 Years,5,8,13
Madhya Pradesh,Dindori,Multiple Sclerosis,35-60 Years,2,1,3
Tamil Nadu,Dindigul,Multiple Sclerosis,15-35 Years,2,2,4
Tamil Nadu,Dindigul,Multiple Sclerosis,35-60 Years,4,2,6
Assam,Dima Hasao,Multiple Sclerosis,35-60 Years,5,0,5
Assam,Dima Hasao,Multiple Sclerosis,60-80 Years,0,1,1
Assam,Dibrugarh,Multiple Sclerosis,15-35 Years,1,0,1
Assam,Dibrugarh,Multiple Sclerosis,35-60 Years,0,1,1
Maharashtra,Dhule,Multiple Sclerosis,6-15 Years,2,0,2
Maharashtra,Dhule,Multiple Sclerosis,15-35 Years,5,3,8
Maharashtra,Dhule,Multiple Sclerosis,35-60 Years,15,2,17
Maharashtra,Dhule,Multiple Sclerosis,60-80 Years,3,1,4
Assam,Dhubri,Multiple Sclerosis,6-15 Years,1,0,1
Assam,Dhubri,Multiple Sclerosis,15-35 Years,1,1,2
Assam,Dhubri,Multiple Sclerosis,35-60 Years,0,1,1
Assam,Dhubri,Multiple Sclerosis,80 Year and above,1,0,1
Odisha,Dhenkanal,Multiple Sclerosis,6-15 Years,2,0,2
Odisha,Dhenkanal,Multiple Sclerosis,15-35 Years,4,2,6
Odisha,Dhenkanal,Multiple Sclerosis,35-60 Years,3,4,7
Odisha,Dhenkanal,Multiple Sclerosis,60-80 Years,3,1,4
Assam,Dhemaji,Multiple Sclerosis,35-60 Years,0,1,1
Karnataka,Dharwad,Multiple Sclerosis,15-35 Years,1,0,1
Karnataka,Dharwad,Multiple Sclerosis,35-60 Years,0,1,1
Karnataka,Dharwad,Multiple Sclerosis,60-80 Years,1,0,1
Tamil Nadu,Dharmapuri,Multiple Sclerosis,6-15 Years,0,3,3
Tamil Nadu,Dharmapuri,Multiple Sclerosis,15-35 Years,5,4,9
Tamil Nadu,Dharmapuri,Multiple Sclerosis,35-60 Years,1,1,2
Tamil Nadu,Dharmapuri,Multiple Sclerosis,60-80 Years,0,1,1
Madhya Pradesh,Dhar,Multiple Sclerosis,6-15 Years,4,2,6
Madhya Pradesh,Dhar,Multiple Sclerosis,15-35 Years,6,5,11
Madhya Pradesh,Dhar,Multiple Sclerosis,35-60 Years,6,0,6
Jharkhand,Dhanbad,Multiple Sclerosis,15-35 Years,6,4,10
Jharkhand,Dhanbad,Multiple Sclerosis,35-60 Years,3,3,6
Jharkhand,Dhanbad,Multiple Sclerosis,60-80 Years,1,0,1
Chhattisgarh,Dhamtari,Multiple Sclerosis,0-6 Years,0,1,1
Chhattisgarh,Dhamtari,Multiple Sclerosis,6-15 Years,3,4,7
Chhattisgarh,Dhamtari,Multiple Sclerosis,15-35 Years,11,7,18
Chhattisgarh,Dhamtari,Multiple Sclerosis,35-60 Years,6,2,8
Madhya Pradesh,Dewas,Multiple Sclerosis,6-15 Years,2,1,3
Madhya Pradesh,Dewas,Multiple Sclerosis,15-35 Years,7,2,9
Madhya Pradesh,Dewas,Multiple Sclerosis,35-60 Years,6,1,7
Madhya Pradesh,Dewas,Multiple Sclerosis,60-80 Years,3,1,4
Uttar Pradesh,Deoria,Multiple Sclerosis,6-15 Years,2,0,2
Uttar Pradesh,Deoria,Multiple Sclerosis,15-35 Years,19,3,22
Uttar Pradesh,Deoria,Multiple Sclerosis,35-60 Years,19,4,23
Uttar Pradesh,Deoria,Multiple Sclerosis,60-80 Years,1,1,2
Uttar Pradesh,Deoria,Multiple Sclerosis,80 Year and above,1,0,1
Jharkhand,Deoghar,Multiple Sclerosis,6-15 Years,1,0,1
Jharkhand,Deoghar,Multiple Sclerosis,15-35 Years,3,1,4
Jharkhand,Deoghar,Multiple Sclerosis,35-60 Years,5,1,6
Jharkhand,Deoghar,Multiple Sclerosis,60-80 Years,1,0,1
Odisha,Deogarh,Multiple Sclerosis,35-60 Years,1,1,2
Uttarakhand,Dehradun,Multiple Sclerosis,6-15 Years,2,0,2
Uttarakhand,Dehradun,Multiple Sclerosis,15-35 Years,3,1,4
Uttarakhand,Dehradun,Multiple Sclerosis,35-60 Years,7,1,8
Uttarakhand,Dehradun,Multiple Sclerosis,60-80 Years,1,0,1
Karnataka,Davangere,Multiple Sclerosis,6-15 Years,1,0,1
Karnataka,Davangere,Multiple Sclerosis,15-35 Years,1,0,1
Karnataka,Davangere,Multiple Sclerosis,35-60 Years,4,1,5
Karnataka,Davangere,Multiple Sclerosis,60-80 Years,1,1,2
Rajasthan,Dausa,Multiple Sclerosis,6-15 Years,1,0,1
Rajasthan,Dausa,Multiple Sclerosis,15-35 Years,4,4,8
Rajasthan,Dausa,Multiple Sclerosis,35-60 Years,6,3,9
Bihar,Darbhanga,Multiple Sclerosis,6-15 Years,3,1,4
Bihar,Darbhanga,Multiple Sclerosis,15-35 Years,2,3,5
Bihar,Darbhanga,Multiple Sclerosis,35-60 Years,2,0,2
Madhya Pradesh,Damoh,Multiple Sclerosis,6-15 Years,1,2,3
Madhya Pradesh,Damoh,Multiple Sclerosis,15-35 Years,23,12,35
Madhya Pradesh,Damoh,Multiple Sclerosis,35-60 Years,35,16,51
Madhya Pradesh,Damoh,Multiple Sclerosis,60-80 Years,2,3,5
Madhya Pradesh,Damoh,Multiple Sclerosis,80 Year and above,1,0,1
Karnataka,Dakshina Kannada,Multiple Sclerosis,0-6 Years,1,0,1
Karnataka,Dakshina Kannada,Multiple Sclerosis,6-15 Years,0,1,1
Karnataka,Dakshina Kannada,Multiple Sclerosis,15-35 Years,0,1,1
Karnataka,Dakshina Kannada,Multiple Sclerosis,35-60 Years,2,1,3
Odisha,Cuttack,Multiple Sclerosis,0-6 Years,1,1,2
Odisha,Cuttack,Multiple Sclerosis,6-15 Years,2,1,3
Odisha,Cuttack,Multiple Sclerosis,15-35 Years,1,2,3
Odisha,Cuttack,Multiple Sclerosis,35-60 Years,5,0,5
Odisha,Cuttack,Multiple Sclerosis,60-80 Years,4,2,6
Tamil Nadu,Cuddalore,Multiple Sclerosis,6-15 Years,1,0,1
Tamil Nadu,Cuddalore,Multiple Sclerosis,15-35 Years,2,2,4
Tamil Nadu,Cuddalore,Multiple Sclerosis,35-60 Years,0,3,3
Tamil Nadu,Coimbatore,Multiple Sclerosis,6-15 Years,0,1,1
Tamil Nadu,Coimbatore,Multiple Sclerosis,35-60 Years,4,1,5
Tamil Nadu,Coimbatore,Multiple Sclerosis,60-80 Years,2,0,2
Rajasthan,Churu,Multiple Sclerosis,0-6 Years,1,1,2
Rajasthan,Churu,Multiple Sclerosis,6-15 Years,1,0,1
Rajasthan,Churu,Multiple Sclerosis,15-35 Years,1,0,1
Rajasthan,Churu,Multiple Sclerosis,35-60 Years,2,0,2
Rajasthan,Chittorgarh,Multiple Sclerosis,6-15 Years,3,1,4
Rajasthan,Chittorgarh,Multiple Sclerosis,15-35 Years,2,0,2
Rajasthan,Chittorgarh,Multiple Sclerosis,35-60 Years,4,1,5
Rajasthan,Chittorgarh,Multiple Sclerosis,60-80 Years,2,0,2
Uttar Pradesh,Chitrakoot,Multiple Sclerosis,6-15 Years,3,1,4
Uttar Pradesh,Chitrakoot,Multiple Sclerosis,15-35 Years,8,3,11
Uttar Pradesh,Chitrakoot,Multiple Sclerosis,35-60 Years,7,1,8
Uttar Pradesh,Chitrakoot,Multiple Sclerosis,60-80 Years,2,0,2
Karnataka,Chitradurga,Multiple Sclerosis,6-15 Years,3,2,5
Karnataka,Chitradurga,Multiple Sclerosis,15-35 Years,8,7,15
Karnataka,Chitradurga,Multiple Sclerosis,35-60 Years,14,5,19
Karnataka,Chitradurga,Multiple Sclerosis,60-80 Years,5,0,5
Karnataka,Chikkamagaluru,Multiple Sclerosis,6-15 Years,2,1,3
Karnataka,Chikkamagaluru,Multiple Sclerosis,15-35 Years,1,1,2
Karnataka,Chikkamagaluru,Multiple Sclerosis,35-60 Years,5,4,9
Karnataka,Chikkamagaluru,Multiple Sclerosis,60-80 Years,1,0,1
Karnataka,Chikkaballapura,Multiple Sclerosis,15-35 Years,1,2,3
Karnataka,Chikkaballapura,Multiple Sclerosis,35-60 Years,4,0,4
Gujarat,Chhotaudepur,Multiple Sclerosis,6-15 Years,0,1,1
Gujarat,Chhotaudepur,Multiple Sclerosis,15-35 Years,0,1,1
Madhya Pradesh,Chhindwara,Multiple Sclerosis,6-15 Years,1,3,4
Madhya Pradesh,Chhindwara,Multiple Sclerosis,15-35 Years,5,3,8
Madhya Pradesh,Chhindwara,Multiple Sclerosis,35-60 Years,6,2,8
Madhya Pradesh,Chhindwara,Multiple Sclerosis,60-80 Years,1,1,2
Madhya Pradesh,Chhatarpur,Multiple Sclerosis,6-15 Years,1,0,1
Madhya Pradesh,Chhatarpur,Multiple Sclerosis,15-35 Years,6,1,7
Madhya Pradesh,Chhatarpur,Multiple Sclerosis,35-60 Years,1,3,4
Madhya Pradesh,Chhatarpur,Multiple Sclerosis,60-80 Years,1,1,2
Tamil Nadu,Chennai,Multiple Sclerosis,6-15 Years,1,0,1
Tamil Nadu,Chennai,Multiple Sclerosis,15-35 Years,7,9,16
Tamil Nadu,Chennai,Multiple Sclerosis,35-60 Years,13,26,39
Tamil Nadu,Chennai,Multiple Sclerosis,60-80 Years,3,2,5
Tamil Nadu,Chengalpattu,Multiple Sclerosis,15-35 Years,0,2,2
Tamil Nadu,Chengalpattu,Multiple Sclerosis,35-60 Years,0,1,1
Jharkhand,Chatra,Multiple Sclerosis,15-35 Years,1,1,2
Haryana,Charki Dadri,Multiple Sclerosis,6-15 Years,0,1,1
Haryana,Charki Dadri,Multiple Sclerosis,15-35 Years,0,1,1
Maharashtra,Chandrapur,Multiple Sclerosis,35-60 Years,1,0,1
Chandigarh,Chandigarh,Multiple Sclerosis,6-15 Years,0,1,1
Chandigarh,Chandigarh,Multiple Sclerosis,15-35 Years,0,2,2
Chandigarh,Chandigarh,Multiple Sclerosis,35-60 Years,7,3,10
Chandigarh,Chandigarh,Multiple Sclerosis,60-80 Years,1,1,2
Uttarakhand,Champawat,Multiple Sclerosis,6-15 Years,1,0,1
Uttarakhand,Champawat,Multiple Sclerosis,15-35 Years,1,3,4
Uttarakhand,Champawat,Multiple Sclerosis,35-60 Years,8,1,9
Uttarakhand,Champawat,Multiple Sclerosis,60-80 Years,3,1,4
Uttarakhand,Champawat,Multiple Sclerosis,80 Year and above,0,1,1
Uttarakhand,Chamoli,Multiple Sclerosis,6-15 Years,1,5,6
Uttarakhand,Chamoli,Multiple Sclerosis,15-35 Years,6,6,12
Uttarakhand,Chamoli,Multiple Sclerosis,35-60 Years,17,2,19
Uttarakhand,Chamoli,Multiple Sclerosis,60-80 Years,2,0,2
Himachal Pradesh,Chamba,Multiple Sclerosis,35-60 Years,1,0,1
Karnataka,Chamarajanagara,Multiple Sclerosis,15-35 Years,1,2,3
Karnataka,Chamarajanagara,Multiple Sclerosis,35-60 Years,5,0,5
Karnataka,Chamarajanagara,Multiple Sclerosis,60-80 Years,1,1,2
Delhi,Central,Multiple Sclerosis,15-35 Years,1,0,1
Assam,Cachar,Multiple Sclerosis,6-15 Years,1,1,2
Assam,Cachar,Multiple Sclerosis,15-35 Years,9,1,10
Assam,Cachar,Multiple Sclerosis,35-60 Years,4,1,5
Bihar,Buxar,Multiple Sclerosis,15-35 Years,1,2,3
Bihar,Buxar,Multiple Sclerosis,35-60 Years,2,0,2
Madhya Pradesh,Burhanpur,Multiple Sclerosis,6-15 Years,3,0,3
Madhya Pradesh,Burhanpur,Multiple Sclerosis,15-35 Years,2,1,3
Madhya Pradesh,Burhanpur,Multiple Sclerosis,35-60 Years,2,0,2
Rajasthan,Bundi,Multiple Sclerosis,6-15 Years,0,2,2
Rajasthan,Bundi,Multiple Sclerosis,15-35 Years,1,1,2
Rajasthan,Bundi,Multiple Sclerosis,35-60 Years,0,1,1
Maharashtra,Buldhana,Multiple Sclerosis,35-60 Years,1,0,1
Maharashtra,Buldhana,Multiple Sclerosis,60-80 Years,1,0,1
Uttar Pradesh,Bulandshahr,Multiple Sclerosis,6-15 Years,1,0,1
Uttar Pradesh,Bulandshahr,Multiple Sclerosis,15-35 Years,12,4,16
Uttar Pradesh,Bulandshahr,Multiple Sclerosis,35-60 Years,18,1,19
Uttar Pradesh,Bulandshahr,Multiple Sclerosis,60-80 Years,3,0,3
Uttar Pradesh,Bulandshahr,Multiple Sclerosis,80 Year and above,0,1,1
Jammu And Kashmir,Budgam,Multiple Sclerosis,15-35 Years,2,1,3
Jammu And Kashmir,Budgam,Multiple Sclerosis,35-60 Years,2,3,5
Uttar Pradesh,Budaun,Multiple Sclerosis,6-15 Years,1,0,1
Uttar Pradesh,Budaun,Multiple Sclerosis,15-35 Years,3,0,3
Uttar Pradesh,Budaun,Multiple Sclerosis,35-60 Years,4,0,4
Uttar Pradesh,Budaun,Multiple Sclerosis,60-80 Years,1,1,2
Odisha,Boudh,Multiple Sclerosis,0-6 Years,0,1,1
Odisha,Boudh,Multiple Sclerosis,15-35 Years,2,0,2
Odisha,Boudh,Multiple Sclerosis,35-60 Years,1,0,1
Gujarat,Botad,Multiple Sclerosis,15-35 Years,1,0,1
Assam,Bongaigaon,Multiple Sclerosis,15-35 Years,1,0,1
Assam,Bongaigaon,Multiple Sclerosis,35-60 Years,0,1,1
Jharkhand,Bokaro,Multiple Sclerosis,6-15 Years,0,2,2
Jharkhand,Bokaro,Multiple Sclerosis,15-35 Years,16,8,24
Jharkhand,Bokaro,Multiple Sclerosis,35-60 Years,17,3,20
Jharkhand,Bokaro,Multiple Sclerosis,60-80 Years,2,1,3
Jharkhand,Bokaro,Multiple Sclerosis,80 Year and above,1,0,1
Assam,Biswanath,Multiple Sclerosis,6-15 Years,1,0,1
Assam,Biswanath,Multiple Sclerosis,15-35 Years,0,1,1
Manipur,Bishnupur,Multiple Sclerosis,35-60 Years,0,1,1
Chhattisgarh,Bilaspur,Multiple Sclerosis,6-15 Years,1,0,1
Chhattisgarh,Bilaspur,Multiple Sclerosis,15-35 Years,3,0,3
Himachal Pradesh,Bilaspur,Multiple Sclerosis,15-35 Years,1,0,1
Himachal Pradesh,Bilaspur,Multiple Sclerosis,35-60 Years,3,0,3
Uttar Pradesh,Bijnor,Multiple Sclerosis,15-35 Years,18,9,27
Uttar Pradesh,Bijnor,Multiple Sclerosis,35-60 Years,18,2,20
Uttar Pradesh,Bijnor,Multiple Sclerosis,60-80 Years,2,0,2
Chhattisgarh,Bijapur,Multiple Sclerosis,15-35 Years,3,0,3
Chhattisgarh,Bijapur,Multiple Sclerosis,35-60 Years,0,2,2
Karnataka,Bidar,Multiple Sclerosis,0-6 Years,0,1,1
Karnataka,Bidar,Multiple Sclerosis,6-15 Years,0,2,2
Karnataka,Bidar,Multiple Sclerosis,15-35 Years,7,2,9
Karnataka,Bidar,Multiple Sclerosis,35-60 Years,16,1,17
Karnataka,Bidar,Multiple Sclerosis,60-80 Years,4,0,4
Madhya Pradesh,Bhopal,Multiple Sclerosis,6-15 Years,7,3,10
Madhya Pradesh,Bhopal,Multiple Sclerosis,15-35 Years,30,7,37
Madhya Pradesh,Bhopal,Multiple Sclerosis,35-60 Years,30,20,50
Madhya Pradesh,Bhopal,Multiple Sclerosis,60-80 Years,3,0,3
Bihar,Bhojpur,Multiple Sclerosis,6-15 Years,1,1,2
Bihar,Bhojpur,Multiple Sclerosis,15-35 Years,3,3,6
Bihar,Bhojpur,Multiple Sclerosis,35-60 Years,1,1,2
Bihar,Bhojpur,Multiple Sclerosis,60-80 Years,1,1,2
Haryana,Bhiwani,Multiple Sclerosis,6-15 Years,2,0,2
Haryana,Bhiwani,Multiple Sclerosis,15-35 Years,2,3,5
Haryana,Bhiwani,Multiple Sclerosis,35-60 Years,4,2,6
Haryana,Bhiwani,Multiple Sclerosis,60-80 Years,1,2,3
Madhya Pradesh,Bhind,Multiple Sclerosis,35-60 Years,3,1,4
Rajasthan,Bhilwara,Multiple Sclerosis,6-15 Years,2,0,2
Rajasthan,Bhilwara,Multiple Sclerosis,15-35 Years,1,0,1
Rajasthan,Bhilwara,Multiple Sclerosis,35-60 Years,5,1,6
Rajasthan,Bhilwara,Multiple Sclerosis,60-80 Years,0,1,1
Gujarat,Bhavnagar,Multiple Sclerosis,60-80 Years,1,1,2
Rajasthan,Bharatpur,Multiple Sclerosis,35-60 Years,1,0,1
Maharashtra,Bhandara,Multiple Sclerosis,15-35 Years,1,1,2
Maharashtra,Bhandara,Multiple Sclerosis,35-60 Years,0,1,1
Maharashtra,Bhandara,Multiple Sclerosis,60-80 Years,1,0,1
Bihar,Bhagalpur,Multiple Sclerosis,6-15 Years,1,0,1
Bihar,Bhagalpur,Multiple Sclerosis,15-35 Years,4,0,4
Bihar,Bhagalpur,Multiple Sclerosis,35-60 Years,5,0,5
Bihar,Bhagalpur,Multiple Sclerosis,60-80 Years,2,0,2
Odisha,Bhadrak,Multiple Sclerosis,6-15 Years,4,0,4
Odisha,Bhadrak,Multiple Sclerosis,15-35 Years,2,2,4
Odisha,Bhadrak,Multiple Sclerosis,35-60 Years,4,1,5
Odisha,Bhadrak,Multiple Sclerosis,60-80 Years,1,1,2
Madhya Pradesh,Betul,Multiple Sclerosis,15-35 Years,2,4,6
Madhya Pradesh,Betul,Multiple Sclerosis,35-60 Years,3,0,3
Karnataka,Bengaluru Urban,Multiple Sclerosis,6-15 Years,0,1,1
Karnataka,Bengaluru Urban,Multiple Sclerosis,15-35 Years,9,6,15
Karnataka,Bengaluru Urban,Multiple Sclerosis,35-60 Years,21,21,42
Karnataka,Bengaluru Urban,Multiple Sclerosis,60-80 Years,7,0,7
Karnataka,Bengaluru Rural,Multiple Sclerosis,0-6 Years,2,0,2
Karnataka,Bengaluru Rural,Multiple Sclerosis,6-15 Years,0,1,1
Karnataka,Bengaluru Rural,Multiple Sclerosis,15-35 Years,7,5,12
Karnataka,Bengaluru Rural,Multiple Sclerosis,35-60 Years,1,2,3
Karnataka,Bengaluru Rural,Multiple Sclerosis,60-80 Years,1,1,2
Chhattisgarh,Bemetara,Multiple Sclerosis,0-6 Years,1,0,1
Karnataka,Belagavi,Multiple Sclerosis,0-6 Years,1,1,2
Karnataka,Belagavi,Multiple Sclerosis,6-15 Years,4,2,6
Karnataka,Belagavi,Multiple Sclerosis,15-35 Years,16,7,23
Karnataka,Belagavi,Multiple Sclerosis,35-60 Years,5,5,10
Karnataka,Belagavi,Multiple Sclerosis,60-80 Years,4,2,6
Karnataka,Belagavi,Multiple Sclerosis,80 Year and above,1,0,1
Bihar,Begusarai,Multiple Sclerosis,15-35 Years,2,3,5
Bihar,Begusarai,Multiple Sclerosis,35-60 Years,4,2,6
Bihar,Begusarai,Multiple Sclerosis,80 Year and above,1,0,1
Maharashtra,Beed,Multiple Sclerosis,6-15 Years,1,0,1
Maharashtra,Beed,Multiple Sclerosis,15-35 Years,4,0,4
Maharashtra,Beed,Multiple Sclerosis,35-60 Years,10,1,11
Maharashtra,Beed,Multiple Sclerosis,60-80 Years,1,0,1
Punjab,Bathinda,Multiple Sclerosis,15-35 Years,1,0,1
Punjab,Bathinda,Multiple Sclerosis,35-60 Years,2,0,2
Uttar Pradesh,Basti,Multiple Sclerosis,15-35 Years,5,0,5
Uttar Pradesh,Basti,Multiple Sclerosis,35-60 Years,7,2,9
Uttar Pradesh,Basti,Multiple Sclerosis,60-80 Years,3,1,4
Chhattisgarh,Bastar,Multiple Sclerosis,15-35 Years,2,0,2
Madhya Pradesh,Barwani,Multiple Sclerosis,15-35 Years,11,3,14
Madhya Pradesh,Barwani,Multiple Sclerosis,35-60 Years,7,1,8
Madhya Pradesh,Barwani,Multiple Sclerosis,60-80 Years,1,0,1
Assam,Barpeta,Multiple Sclerosis,6-15 Years,3,1,4
Assam,Barpeta,Multiple Sclerosis,15-35 Years,5,1,6
Assam,Barpeta,Multiple Sclerosis,35-60 Years,6,0,6
Punjab,Barnala,Multiple Sclerosis,6-15 Years,2,0,2
Punjab,Barnala,Multiple Sclerosis,15-35 Years,4,0,4
Punjab,Barnala,Multiple Sclerosis,35-60 Years,6,1,7
Punjab,Barnala,Multiple Sclerosis,60-80 Years,1,0,1
Rajasthan,Barmer,Multiple Sclerosis,6-15 Years,1,3,4
Rajasthan,Barmer,Multiple Sclerosis,15-35 Years,3,1,4
Rajasthan,Barmer,Multiple Sclerosis,35-60 Years,4,3,7
Odisha,Bargarh,Multiple Sclerosis,15-35 Years,0,1,1
Odisha,Bargarh,Multiple Sclerosis,35-60 Years,1,1,2
Uttar Pradesh,Bareilly,Multiple Sclerosis,15-35 Years,13,4,17
Uttar Pradesh,Bareilly,Multiple Sclerosis,35-60 Years,22,5,27
Uttar Pradesh,Bareilly,Multiple Sclerosis,60-80 Years,4,1,5
Uttar Pradesh,Bareilly,Multiple Sclerosis,80 Year and above,1,0,1
Rajasthan,Baran,Multiple Sclerosis,15-35 Years,3,0,3
Rajasthan,Baran,Multiple Sclerosis,35-60 Years,1,0,1
Jammu And Kashmir,Baramulla,Multiple Sclerosis,6-15 Years,1,0,1
Jammu And Kashmir,Baramulla,Multiple Sclerosis,15-35 Years,3,0,3
Jammu And Kashmir,Baramulla,Multiple Sclerosis,35-60 Years,6,2,8
Uttar Pradesh,Barabanki,Multiple Sclerosis,6-15 Years,2,0,2
Uttar Pradesh,Barabanki,Multiple Sclerosis,15-35 Years,7,4,11
Uttar Pradesh,Barabanki,Multiple Sclerosis,35-60 Years,15,0,15
Uttar Pradesh,Barabanki,Multiple Sclerosis,60-80 Years,1,0,1
Rajasthan,Banswara,Multiple Sclerosis,6-15 Years,2,5,7
Rajasthan,Banswara,Multiple Sclerosis,15-35 Years,6,4,10
Rajasthan,Banswara,Multiple Sclerosis,35-60 Years,4,4,8
Rajasthan,Banswara,Multiple Sclerosis,60-80 Years,1,0,1
Bihar,Banka,Multiple Sclerosis,6-15 Years,1,0,1
Bihar,Banka,Multiple Sclerosis,15-35 Years,3,5,8
Bihar,Banka,Multiple Sclerosis,35-60 Years,2,1,3
Jammu And Kashmir,Bandipora,Multiple Sclerosis,6-15 Years,1,1,2
Jammu And Kashmir,Bandipora,Multiple Sclerosis,15-35 Years,3,5,8
Jammu And Kashmir,Bandipora,Multiple Sclerosis,35-60 Years,7,4,11
Uttar Pradesh,Banda,Multiple Sclerosis,15-35 Years,5,0,5
Uttar Pradesh,Banda,Multiple Sclerosis,35-60 Years,13,0,13
Uttar Pradesh,Banda,Multiple Sclerosis,60-80 Years,2,0,2
Chhattisgarh,Balrampur,Multiple Sclerosis,0-6 Years,1,0,1
Chhattisgarh,Balrampur,Multiple Sclerosis,6-15 Years,8,2,10
Chhattisgarh,Balrampur,Multiple Sclerosis,15-35 Years,8,7,15
Chhattisgarh,Balrampur,Multiple Sclerosis,35-60 Years,5,4,9
Chhattisgarh,Balrampur,Multiple Sclerosis,60-80 Years,3,0,3
Chhattisgarh,Balrampur,Multiple Sclerosis,80 Year and above,0,1,1
Uttar Pradesh,Balrampur,Multiple Sclerosis,6-15 Years,1,0,1
Uttar Pradesh,Balrampur,Multiple Sclerosis,15-35 Years,5,0,5
Uttar Pradesh,Balrampur,Multiple Sclerosis,35-60 Years,3,1,4
Uttar Pradesh,Balrampur,Multiple Sclerosis,60-80 Years,1,0,1
Chhattisgarh,Baloda Bazar,Multiple Sclerosis,6-15 Years,2,2,4
Chhattisgarh,Baloda Bazar,Multiple Sclerosis,15-35 Years,12,5,17
Chhattisgarh,Baloda Bazar,Multiple Sclerosis,35-60 Years,5,5,10
Chhattisgarh,Baloda Bazar,Multiple Sclerosis,60-80 Years,3,2,5
Chhattisgarh,Balod,Multiple Sclerosis,6-15 Years,1,0,1
Uttar Pradesh,Ballia,Multiple Sclerosis,15-35 Years,28,4,32
Uttar Pradesh,Ballia,Multiple Sclerosis,35-60 Years,46,7,53
Uttar Pradesh,Ballia,Multiple Sclerosis,60-80 Years,17,1,18
Karnataka,Ballari,Multiple Sclerosis,6-15 Years,3,0,3
Karnataka,Ballari,Multiple Sclerosis,15-35 Years,7,4,11
Karnataka,Ballari,Multiple Sclerosis,35-60 Years,2,3,5
Odisha,Baleshwar,Multiple Sclerosis,0-6 Years,1,1,2
Odisha,Baleshwar,Multiple Sclerosis,6-15 Years,9,3,12
Odisha,Baleshwar,Multiple Sclerosis,15-35 Years,8,4,12
Odisha,Baleshwar,Multiple Sclerosis,35-60 Years,23,16,39
Odisha,Baleshwar,Multiple Sclerosis,60-80 Years,1,4,5
Odisha,Balangir,Multiple Sclerosis,6-15 Years,2,1,3
Odisha,Balangir,Multiple Sclerosis,15-35 Years,1,0,1
Odisha,Balangir,Multiple Sclerosis,35-60 Years,6,2,8
Odisha,Balangir,Multiple Sclerosis,60-80 Years,1,0,1
Odisha,Balangir,Multiple Sclerosis,80 Year and above,1,0,1
Madhya Pradesh,Balaghat,Multiple Sclerosis,6-15 Years,10,7,17
Madhya Pradesh,Balaghat,Multiple Sclerosis,15-35 Years,25,15,40
Madhya Pradesh,Balaghat,Multiple Sclerosis,35-60 Years,18,10,28
Madhya Pradesh,Balaghat,Multiple Sclerosis,60-80 Years,4,2,6
Uttar Pradesh,Bahraich,Multiple Sclerosis,6-15 Years,2,0,2
Uttar Pradesh,Bahraich,Multiple Sclerosis,15-35 Years,6,1,7
Uttar Pradesh,Bahraich,Multiple Sclerosis,35-60 Years,8,0,8
Uttar Pradesh,Bahraich,Multiple Sclerosis,60-80 Years,1,0,1
Uttar Pradesh,Baghpat,Multiple Sclerosis,15-35 Years,2,4,6
Uttar Pradesh,Baghpat,Multiple Sclerosis,35-60 Years,4,0,4
Uttar Pradesh,Baghpat,Multiple Sclerosis,60-80 Years,0,1,1
Uttarakhand,Bageshwar,Multiple Sclerosis,15-35 Years,1,4,5
Uttarakhand,Bageshwar,Multiple Sclerosis,35-60 Years,10,1,11
Uttarakhand,Bageshwar,Multiple Sclerosis,60-80 Years,3,2,5
Karnataka,Bagalkote,Multiple Sclerosis,6-15 Years,1,0,1
Karnataka,Bagalkote,Multiple Sclerosis,15-35 Years,4,0,4
Karnataka,Bagalkote,Multiple Sclerosis,35-60 Years,2,1,3
Uttar Pradesh,Azamgarh,Multiple Sclerosis,15-35 Years,1,0,1
Uttar Pradesh,Ayodhya,Multiple Sclerosis,6-15 Years,1,0,1
Uttar Pradesh,Ayodhya,Multiple Sclerosis,15-35 Years,1,0,1
Uttar Pradesh,Ayodhya,Multiple Sclerosis,35-60 Years,2,0,2
Bihar,Aurangabad,Multiple Sclerosis,6-15 Years,2,0,2
Bihar,Aurangabad,Multiple Sclerosis,15-35 Years,4,3,7
Bihar,Aurangabad,Multiple Sclerosis,35-60 Years,5,2,7
Bihar,Aurangabad,Multiple Sclerosis,60-80 Years,1,0,1
Maharashtra,Aurangabad,Multiple Sclerosis,15-35 Years,1,1,2
Maharashtra,Aurangabad,Multiple Sclerosis,60-80 Years,2,0,2
Uttar Pradesh,Auraiya,Multiple Sclerosis,6-15 Years,2,0,2
Uttar Pradesh,Auraiya,Multiple Sclerosis,15-35 Years,1,3,4
Uttar Pradesh,Auraiya,Multiple Sclerosis,35-60 Years,8,1,9
Uttar Pradesh,Auraiya,Multiple Sclerosis,60-80 Years,1,0,1
Bihar,Arwal,Multiple Sclerosis,6-15 Years,2,0,2
Bihar,Arwal,Multiple Sclerosis,15-35 Years,2,2,4
Bihar,Arwal,Multiple Sclerosis,35-60 Years,2,0,2
Bihar,Arwal,Multiple Sclerosis,60-80 Years,2,1,3
Gujarat,Arvalli,Multiple Sclerosis,6-15 Years,0,1,1
Gujarat,Arvalli,Multiple Sclerosis,15-35 Years,0,1,1
Tamil Nadu,Ariyalur,Multiple Sclerosis,15-35 Years,2,1,3
